Assessing games mechanics/categories with a min rating of: 0.1 and a max rating of: 7.0and a minimum popularity of: 1000
Printing popularity of game mechanics/categories: 
Age of Kings, 3385
Chess Games, 3377
Country: Spain, 3361
Black Stories, 3308
PitchCar, 3300
AEG: Big in Japan, 3286
Mission: Red Planet (Second Edition), 3283
Clix, 3188
Skip-Bo, 3166
Onirim (second edition), 3157
Kidz Cardz 4 Favorite Card Games, 3105
Bohnanza, 3093
Dominoes, 3085
Rune Age: Oath and Anvil, 3072
Sports: American Football / Gridiron, 3070
Animals: Sheep, 3066
Ninja, 3059
Catan Dice Game Plus, 3029
Tactical Combat in the Middle East: Part 1  Battlefield Iraq, 3003
Catan Dice Game XXL Variant, 2989
Another Day, 2984
Country: Netherlands, 2982
Sports: Combat Sports / Martial Arts, 2977
Risk: Lord of the Rings Expansion Set (incl. Siege of Minas Tirith game), 2963
Risk: The Lord of the Rings Trilogy Edition, 2963
Ligretto, 2952
Holidays: Christmas, 2950
Revolution! Anarchy, 2948
New Characters (Fan Expansion for Revolution), 2948
Revolution! The Palace, 2948
Play Dough/Clay Games, 2937
Gryphon Games bookshelf series, 2926
Cities: London, 2906
Harry Potter, 2860
Blue Games Series, 2858
Lost Legacy: The Qualities of an Adventurer, 2817
Dungeoneer, 2813
Age of Mythology: The Boardgame  5-6 Player Expansion, 2806
rger Dich schwarz!, 2804
Catan Scenarios: Helpers of Catan, 2791
Mensch rgere Dich nicht: ...noch mehr rgern  Kartenerweiterung Rot, 2775
Mensch rgere Dich nicht: ...noch mehr rgern  Kartenerweiterung Blau, 2775
Karchis, 2775
Sci-Fi Sports, 2769
Post-Napoleonic, 2759
Bootleggers: Thug Promo, 2754
Country: Russia, 2748
Risk: The Lord of the Rings, 2746
Agricola, 2730
Bootleggers: The Boardwalk, 2726
Ogre Scenario Book 1, 2724
Ogre Reinforcement Pack, 2724
The Ogre Book, 2724
Ogre Battlefields, 2724
Dragon Checkers, 2717
The Legend of King Arthur and the Knights of the Round Table, 2698
Archeology, 2695
Hip Pocket Games, 2688
Ticket to Ride, 2673
Dictionary Games, 2671
Runebound (Second Edition), 2660
Country: Lebanon, 2639
Android, 2632
DungeonQuest Revised Edition, 2547
Tiledeck, 2541
Small World, 2538
4X games, 2537
Zombie Dice, 2535
Tannhuser: Daedalus, 2533
Tannhuser Revised Edition Rulebook, 2533
Tannhuser: Edison, 2533
Tannhuser: Asteros, 2533
Small World Underground, 2531
Flowers, 2519
Nuclear War: Fold in Space, 2518
Nuclear War Booster Packs, 2518
Country: Poland, 2507
Fortress America, 2500
Electronic, 2480
Climbing Games, 2468
Chez Geek, 2415
Ravensburger Traveller Series, 2402
Sports: Baseball, 2393
Werewolf / Mafia, 2372
Scrabble, 2369
Vikings, 2361
Panic Station: Survival Kit Mini Expansion, 2358
Panic Station: Parasite Control, 2358
Queen Yellow Wave Box Series, 2356
Munchkin Promo Cards, 2353
Cities: Venice, 2350
Nuclear War Bonus Pack #1, 2350
Nuclear War Bonus Pack #2: Expansion to India Rails and Nuclear War, 2350
Alhambra, 2349
We Didn't Playtest This Either with Blue Deck and Dice Are Fun Expansions, 2341
Drakon (fourth edition), 2339
Illuminati Expansion Set 3, 2331
Car Wars, 2330
Gloom, 2322
Animals: Rabbits, 2308
Ystari originals, 2289
Card Games: Exchange Games, 2279
B-Movies, 2269
Bratz, 2255
Epic Dungeoneer: Call of the Lich Lord, 2255
Win, 2234
Finger Twister, 2229
Block wargames, 2227
We Didn't Playtest This At All: Chaos Pack, 2215
Games by the Game Artisans of Canada, 2213
Stratego Series, 2204
Es luft die Zeit... wir laufen mit!, 2201
Quarriors!, 2191
Martian Tic-Tac-Toe, 2191
Leonardo da Vinci, 2184
Mature / Adult, 2158
3M Gamettes, 2152
Illuminati Expansion Set 2, 2149
Illuminati Expansion Set 1, 2149
European Illuminati, 2149
Wars of the Roses, 2148
Empire Builder Rail Games, 2148
Animals: Elephants, 2147
Animals: Turkeys, 2147
Khet: Eye of Horus Beam Splitter, 2141
Khet 3D: Tower of Kadesh, 2141
Animals: Alligators / Crocodiles, 2136
Drakborgen II, 2134
Dungeonquest: Catacombs, 2134
Game of Life, 2134
Heroes for Dungeonquest, 2134
Black Stories 1+2, 2132
Movies: Shrek, 2126
Country: Turkey, 2121
Card Games: Draw and Discard Games, 2115
TV Series: The Simpsons, 2110
The Awful Green Things From Outer Space: The Obnoxious Orange Things From Another Place, 2098
Outside the Znutar, 2098
Eastern Front (unofficial expansion for Axis & Allies: Europe), 2097
Max's Advanced Rules for Axis and Allies: Europe, 2097
Italy, 2097
Immortal Eyes Games Collection, 2095
Chrononauts, 2092
We Didn't Playtest This at All: Dice are Fun, 2075
We Didn't Playtest This at All: Blue Deck, 2075
Operation Rescue Kit, 2069
IELLO: Mini Games, 2067
Tsuro of the Seas: Veterans of the Seas, 2066
WarCraft: The Board Game Expansion Set, 2055
Animals: Crows, 2053
On the Underground: Paris, 2050
Tokyo (Fan Expansion for On the Underground), 2050
Fluxx: BoardGameGeek Expansion, 2046
Quiddler Junior, 2037
Scene It?, 2036
Animals: Penguins, 2029
World War 2: Battle of the Bulge, 2025
Global warming, 2001
5th Column (fan expansion for Fortress America), 1993
Fortress Illinois, 1993
Fortress America: Expansion Pack #1, 1993
Battleship, 1989
Drumond Park MiniGames, 1983
Admin: Unreleased Games, 1970
Magazine: Wargamer, 1968
Timeline: Diversity, 1964
Ligretto Junior, 1958
Ratuki, 1958
Fantasy Sports, 1940
Movies: The Walking Dead, 1937
Country: Scotland, 1919
Country: Portugal, 1902
Marvel Universe, 1892
Drachenfaust: Der Illusionist, 1890
Warhammer 40,000 Codex, 1886
Warhammer 40,000 Cities of Death, 1886
Die Rckkehr der Helden: Die Gralssuche, 1878
Arctic Theme, 1875
American Civil War, 1869
Toc Toc Woodman: Golden Core and Bark Promo, 1863
Toc Toc Woodman: Golden Axe Expansion, 1863
Bling Bling Gemstone, 1863
Axis & Allies, 1853
Mouse Trap, 1853
Sid Sackson Signature Series, 1849
7 Wonders, 1846
Cities: New York (New York, 1836
Byzantium, 1829
and Petroleum, 1826
Oil, 1826
Gas, 1826
CV: Promo Cards, 1818
CV: Gossip, 1818
The King Is Dead, 1817
Animals: Camels, 1806
Looney Pyramids, 1804
Okko, 1797
Animals: Horses, 1797
Ticket to Ride: Europe, 1786
Ticket to Ride: Mrklin, 1786
Animals: Deer, 1784
Pan tu nie sta! Demoludy, 1781
Space Crusade: Mission Dreadnought, 1778
Space Crusade: Eldar Attack, 1778
"Pick Them Up" Games, 1769
Smash Up: Monster Smash, 1768
Smash Up: Awesome Level 9000, 1768
Cities: Chicago (Illinois, 1760
Evolution, 1758
VCR Board Games, 1738
Rack-O, 1737
Bible Games, 1735
Metagaming Microgames series, 1724
Mutant Chronicles, 1718
Dungeon Roll, 1713
Resident Evil Deck Building Game: Albert Wesker GenCon Promo, 1710
Elefun & Friends Mouse Trap, 1710
Resident Evil Deck Building Game: Ada Wong Foil Promo, 1710
Resident Evil Deck Building Game: Alyssa Ashcroft Promo, 1710
Resident Evil Deck Building Game: Albert Wesker Foil Promo, 1710
Cities: Colditz, 1709
The Red Dragon Inn: Allies  Brother Bastian, 1692
The Red Dragon Inn: Allies  Cormac the Mighty, 1692
The Red Dragon Inn: Allies  Erin the Ever-Changing, 1692
The Red Dragon Inn: Allies  Halden the Unhinged, 1692
Postcard Box Games, 1691
Smash Up: Munchkin, 1686
Country: Sweden, 1682
City of Horror: Director's Cut, 1680
Lifeboat Expansion #2: Liquid Courage, 1680
Lifeboat Expansion #3: Weather Deck, 1680
Lifeboat Expansion #1: Cannibalism, 1680
City of Horror: Lawn Mower, 1680
TV Series: Buffy the Vampire Slayer, 1679
Doctor Lucky, 1674
Circus, 1672
TMG Originals, 1670
Warhammer 40,000 Board Games, 1668
DC Universe, 1667
Risiko, 1665
Das Millionenspiel, 1665
Spa am Erfolg: Karriere, 1665
Confrontation, 1663
Beer, 1663
Prophecy: Dragon Realm, 1649
Milton Bradley Big Deal, 1649
Prophecy: Water Realm, 1649
Math, 1644
Munchkin Official Shirts, 1640
Santa Fe, 1626
Age of Reason, 1624
Cities: Amsterdam, 1623
Puzzle Strike Promo Chips, 1620
Puzzle Strike Upgrade Pack, 1620
Rise of the Daimyo (fan expansion for Age of War), 1618
Sports: Aerial Racing, 1616
Magazine: Vae Victis, 1614
Frag Miniatures, 1613
Frag Fire Zone, 1613
Frag Gold Edition: FTW, 1613
Frag Death Match, 1613
Games by Gamesmiths, 1611
Sports: Golf, 1601
Sylla: Caveant Consules, 1601
Lost Valley: The Yukon Goldrush 1896, 1600
No Lo Testeamos Ni Un Poquito, 1600
Cards Against Humanity, 1595
Flotte Flitzer, 1592
Bodgers, 1583
Animals: Wolves, 1582
Harbour: Launch Promo Characters, 1580
Harbour: Market Owner, 1580
Star Wars: Attack of the Clones Card Game, 1564
Munchkin Dungeon: Warehouse 23, 1562
Munchkin Cthulhu Dice of Doom, 1561
World of Warcraft: The Adventure Game  Brandon Lightstone Character Pack, 1558
World of Warcraft: The Adventure Game  Artumnis Moondream Character Pack, 1558
World of Warcraft: The Adventure Game  Brebo Bigshot Character Pack, 1558
World of Warcraft: The Adventure Game  Dongon Swiftblade Character Pack, 1558
Relic: Halls of Terra, 1557
Relic: Nemesis, 1557
Pachisi-Ludo, 1556
Infinite City: Guild Hall and Salvage Yard, 1553
Space Dealer: All-Zeit, 1547
Bid Euchre, 1530
Monopoly: short derivatives, 1529
Animals: Sharks, 1527
Heroscape Master Set:  Battle for the Underdark, 1524
Heroscape Master Set: Swarm of the Marro, 1524
Heroscape Master Set: Rise of the Valkyrie, 1524
Samurai Sword: Rikyu, 1522
Samurai Sword: Rising Sun, 1522
Schmidt Spiele Easy Play Line, 1513
Gem Dealer, 1509
Cheapass Zombie Series, 1506
Mayfair Games Limited Edition Promo Expansion Set #4, 1503
Elk Fest: Log Jam! Expansion, 1496
LUDO, 1494
Battle Masters: Chaos Warband, 1487
Battle Masters: Imperial Lords, 1487
Animals: Hamsters, 1487
Discworld Games, 1480
Tilsit Collection, 1479
Animals: Hippopotamus, 1478
Target for Today, 1473
+6 Bag O' Munchkin Zombies, 1471
221b Baker Street: The Master Detective Game  Set #4, 1469
221b Baker Street: The Master Detective Game  Set #5, 1469
221b Baker Street: The Master Detective Game  Set #2, 1469
221b Baker Street: The Master Detective Game  Set #3, 1469
Characters: Robin Hood, 1468
Wiz-War: Expansion Set, 1457
Wiz-War: Expansion Set #2, 1457
De Cape & d'pe: La mission secrte, 1448
Lord of the Rings, 1447
Outburst, 1442
Sports: Sailing, 1436
Anima: Shadow of Omega, 1429
Animals: Bees, 1427
Naval Battles, 1425
Tri-Ominos, 1422
Runebound: Shadows of Margath (First Edition), 1419
HABA Game in a Tin series, 1417
Dr. Seuss: 3 Terrific Card Games!, 1413
Sports: Boxing, 1407
Quelf Jr., 1406
Quelf Card Game, 1406
Spielbox, 1402
Minotaur Lords, 1399
Country: Finland, 1396
Characters: James Bond, 1393
Campaign Games, 1386
Beginning Sounds 3-in-a-Row Game, 1365
Bilby Buddies, 1365
The Realms of Terrinoth, 1365
Bibelbingo & Bibelmemory, 1365
Lucy Hammett's Fishing Bingo, 1365
Oceanian Theme, 1353
Schmidt Spiele Classic Line, 1353
Hasbro Express Line, 1352
Sports: Wrestling, 1349
Valley Games Modern Line, 1348
Pick Stick Oh!, 1343
HABA Mitbringspiele series, 1343
Mikado Magnetico, 1343
Talisman  (third edition): Lost Characters, 1343
Samurai Spirit: The 8th Boss, 1342
Runebound, 1331
Animals: Ants, 1328
Talisman (third edition): City of Adventure, 1324
Talisman (third edition): Dragon's Tower, 1324
Talisman (third edition): Dungeon of Doom, 1324
MindTrap, 1313
Ravensburger Wrfelspiele series, 1311
Dejarik, 1310
Gamemaster Series, 1308
The Mind Game, 1308
Goldsieber  la Carte, 1306
Iron Dragon Extensions, 1302
Wargamer's Guide to Panzerblitz, 1299
Tactical GameX, 1299
Polish Legions, 1299
3M Sports Games, 1297
Anno Domini, 1296
Rymdimperiet, 1294
Boxcars, 1294
Goblins, 1293
Anima: The Twilight of the Gods, 1293
Country: Canada, 1291
Para-Leader, 1289
18xx, 1287
Kingdoms, 1279
Winsome Essen Sets, 1278
California: Neue Bonuskarten, 1276
Warhammer Fantasy Wargames, 1273
Warcraft, 1271
Firefighting, 1271
Sports: Bicycle / Cycling, 1271
Country: Brazil, 1271
Night Eternal: The Game, 1264
Three-Dragon Ante: Emperor's Gambit, 1264
Poker, 1264
California: Bonuskarten Katalog Edition 7, 1263
Die California Extrakarte, 1263
Magazine: Command, 1260
Cities: Bruges, 1260
Country: Australia, 1260
Dune, 1259
Illuminati, 1256
Aquarius: Dragon, 1253
Sports: Basketball, 1250
6 nimmt!, 1249
Cadwallon: City of Thieves  Run for Your Life!, 1247
Panzergruppe Guderian System, 1239
Pantheon: Neue Untermieter, 1237
Cadwallon: City of Thieves  Cry Havoc!, 1237
Tempest: Shared World, 1233
Dust, 1230
Mattel To Go! games, 1228
Cadwallon: City of Thieves  A Gamble in the Dark, 1227
Chronology, 1226
Outburst II, 1222
Outburst Remix!, 1222
Pokmon, 1222
Electronic OUTBURST, 1222
Cadwallon: City of Thieves  Magic, 1217
Ravensburger Labyrinth Games, 1215
Fantasy Flight Games Toys, 1212
Panzer Leader 1940, 1208
Panzer Leader: For King and Country, 1206
Mundus Novus Promo Cards, 1204
Mundus Novus: Vers de Nouveaux Horizons, 1204
Falling 2014, 1202
Card Fishing, 1200
Catan: Traveler  Compact Edition, 1200
CTGs (Collectible Token Games), 1195
Alhambra: Big Box Special Edition, 1186
Munchkin Tavern Shot Glass, 1185
Music, 1182
Council of Verona: Poison Expansion, 1177
Magazine: Ares, 1175
Ninja Burger 2: Sumo-Size Me!, 1171
Project GIPF, 1168
Advanced Wizard's Quest (fan expansion for Wizard's Quest), 1162
Alcatraz: The Scapegoat  Wrong Plan, 1156
Filosofia Reprints, 1156
Germany), 1153
Magazine: Dragon, 1147
Ca$h 'n Gun$, 1147
Star Trek: Expeditions  Expansion Set, 1143
Star Trek: Expeditions  Tribbles! Promo, 1143
Scene It? Warner Brothers 50th Anniversary, 1137
Scene It? Sequel Pack 1, 1137
Eaten By Zombies!: Weapons of Mass Destruction, 1132
Pandemic, 1132
Anima: Beyond Good and Evil, 1130
6th player expansion (fan expansion for Constantinopolis), 1129
Supremacy 2020, 1129
Supremacy: Boomers  Ballistic Missile Subs, 1129
Gobblet Gobblers, 1129
Supremacy:  Tanks  Warlords and Pirates Blister Pack, 1129
Supremacy:  Boomers  Warlords and Pirates Blister Pack, 1129
Supremacy: Colonial Legions and Merchant Marine, 1129
Catan Histories, 1128
BattleTech, 1127
Mystery Rummy, 1127
Evolution: Variation Mini-Expansion, 1125
Creationary: Booster Pack, 1122
Cities: Augsburg (Bavaria, 1118
Stellar Conflict, 1117
Dungeons & Dragons: The Fantasy Adventure Board Game  Forbidden Forest Expansion Pack, 1116
Dungeons & Dragons: The Fantasy Adventure Board Game  Eternal Winter Expansion Pack, 1116
BoardGameGeek Promo Offerings, 1115
Exploding Kittens: NSFW Deck, 1115
Risk & Castle Risk, 1113
Wizard, 1111
Ascension: Deckbuilding Game, 1109
The Reliquary Collection, 1106
Monkey Business, 1106
Council of Verona: Corruption, 1106
Wit / Farkel Double Game Pack, 1104
Dice 10,000 games, 1104
Star Wars Galactic Dice Game, 1104
Sports: Fishing / Angling, 1097
Wine Games, 1097
Cities: Jakarta, 1096
Evolution: Continents, 1095
Evolution: Time to Fly, 1095
Ewolucja: Pochodzenie gatunkw  Rozszerzenie, 1095
Freitag-Project, 1095
Alcatraz: The Scapegoat  Maximum Security, 1084
RRR, 1083
The Cave: Additional Cave Tiles, 1082
Spiele fr viele, 1082
The Best of Dragon Magazine Games, 1082
Infernal Contraption 2: Sabotage!, 1076
Ticket to Ride: Nordic Countries, 1073
Cartagena, 1067
American Heritage Games, 1064
Anno 1503: Aristokraten und Piraten, 1056
Compounded: Geiger Expansion, 1055
Compounded: Chemical Chaos, 1055
Compounded: Methamphetamine, 1055
Waagemut, 1053
Britannia game-system, 1050
Survive: Escape from Atlantis!, 1050
Charades, 1046
Heroica: Ganrash, 1044
Heroica: Character Cards, 1044
Scrabble Slam! (2-6p), 1044
Heroica: Promo Cards, 1044
Igel rgern + Tante Tarantel, 1042
Avalanche Press WWII Battles Series, 1041
Guesstures, 1038
Wizard Kings: Expansion Armies, 1032
Wizard Kings: Expansion Maps, 1032
Left Center Right Card Game, 1031
Early American Chrononauts, 1028
Cities: Warsaw, 1026
Cities: Sparta (Greece), 1025
1313 Dead End Drive, 1021
Warhammer 40,000: Apocalypse, 1020
Dork Tower, 1016
Blood Bowl (Second Edition): Elves, 1013
Dwarfs and Dungeonbowl, 1013
Blood Bowl Star Players, 1013
Blood Bowl Companion, 1013
TV Series: Dr. Who, 1011
Ground Floor, 1008
Ascension: Return of the Fallen, 1007
Country: Belgium, 1006
Order of the Stick Adventure Game: Zombie Gamers card, 1004
Order of the Stick Adventure Game: The Shortening, 1004
Order of the Stick Adventure Game: Sticky Shticks, 1004
Order of the Stick Adventure Game: The Linear Guild, 1004
Tanto Cuore: Promo Card Set #1, 1002
